,tweet,class
24027,i m also looking to hire full time bitches,1
5673, buffprobzzz the dude took off running like a bitch ,1
2045, i guess a niggah just believe in ya that s proof for ya can name a lot of things any other man wont do for ya t co otvw vldpy,1
19177, ikatrice can i bring another bitch let s have a some,1
10432,i hate a nosey bitch like mind yah business,1
7240, usweekly every is so over the bigass bitches ,1
16729, o millz black pussy remind me of roast beef white pussy remind me of cheesecake and mixed girl pussy remind me of apple pie ,1
1519, shetwirlsmykan i say bitch bad woman good lady better lupe ,1
22111,this nigga over here telling me he dont fuck with this bitch when he do or maybe she lying lol,0
1652, playachris i be laughing when my ex be tryna stunt bitch you forgot i went with you i know what you got amp don t got ,1
22987,would you be interested in some eggplant nittyscottmc twerk on me t co uftruvdz,2
7381, z mbiedance it s not till later hoe unless your having a sleepover awk,1
7734,and ha bitch break down my weed sometimes,1
21385,that broad days moe ogflash what earth is this iamryanraw nigga whoisjayhall rihanna prolly the sexiest bitch on earth,1
11910,it was nice of you to unfollow me fag,0
1868, notflappybird tag a friend that sucks at flappy bird me,2
16855, ps iruddyou there s a different between a slut and a bitch a slut will sleep with anyone a bitch will sleep with anyone but y ,1
1347, juniormaye a lot of them are though attitudes be pure trash teamwhitegirls swirltheworld,2
13318,niggas be impregnating the most basic of bitches no job don t know how to drive a car no money no house n wonder why they miserable,1
16006, kicks andtits lewis so trash lmao,2
22860,why did you release my nudes you cunt sickgirl t co nn odizr l,1
16115, ll jono krhymez go home bitch,1
7175, thrillllllllll oh yea i forgot u decided to have math a hoe instead of football my bad ,1
4487, rasheed sheen everything but im outside come get this bitch,1
13004,my car so wet my bitch so wet when i drive i car pool,1
14311, baseball photos a year old girl once struck out babe ruth and lou gehrig back to back and was banned from baseball for it yankees ,2
722,ihopesomeday that these hoes just find their own relationship instead of ruining others,1
24204,man kills mother of after she reveals she s hiv positive after having sex that bitch deserved it,1
12666,los bitch told me if my name start with a d i could fuck a b c she got the d,1
18909, donthypeme vsamone donthypeme any favorites off yellow album all of it theperfectanswer ,2
14787, craziestsex eat her pussy and look at her like t co migiymgrjt,1
15470, hermoufpiece love a bitch that never act hollywood,1
20744,she like to argue so i sent dat bitch to law school,1
3644, jennyjohnsonhi did you say spray tan charlie crist switches back to republican ,2
586, when im done with a hoe i pass her to the squad g ,1
8246,but i can t get her to smoke unless i bitch about it the struggles of having a girl who doesn t in actuality it s a great thing ,1
1073, cvasquez my brother is a bitch pussy faggot etc you just like getting beat up don t you ,1
17343, smiie these hoes ain t loyal t co fgtzqwnsxk,1
15932, kingof mobb don t tell your side bitch your family business that s none of their business ,1
9164,forget resting bitch face the next hot new trend will be resting drunk face ,1
9571,grant bitches more than a year old white bitch,1
13998, rudeassninja yung n gettinit carleycarllz bro don t argue with these rejected ass disney models bitches better go play in some food ,1
20463,rambo bout to flex on these hoes,1
11246,i m boutta merk a nigguh,1
19064, greco joel me let s try a nd attempt of my first day of work the cold haha yeah right i fucked your car and your bitch,1
18807, creepingsharia syrian brought to us for democracy training endorses jihadis t co lfhcto ,2
18385, soulflower i m against feminism i think men and women should be equal a bitch that don t know shit about feminism,1
16806, on y jr today the day bitches let s turn tf up hiagokoury zayzillaaa thompson era joshuahall blakeanthony t ,1
726,ifthepurgewasreal i d be the best prostitute and madam ever hey if you got pussy you shouldn t be broke right lmao jk,1
24245,n i cant even enjoy the reg house hunters which is of my fav shows because i know house hunters international bitch ass comes on next,1
9423,giants secondary lookin like trash,2
23296,you dumb bitch you think i work for free ,1
1972, best asian massage on the park slope top rated spa t co kuzapfcmf,2
10285,i feel like a bitch that just got her heartbroken a day before her wedding,1
20414, youngtravo if u ain t never had a pregnancy scare your pussy trash ladies professortrav,1
13285,nigga gone have to get a room like a bitch,1
7184, todd calfee wdmjeff hell was lucky to have gravel dirt roads were a bitch,1
22956,wiz thought he could turn his hoe into a house wife shedontbelongtoyou shebelongstotheworld,1
24376,pussymoneyweed all a nigga need,1
72, bossbytchh him seh me pussy wetter then a shower curtain ahmesehwetness lt lmao ,1
9303,fuck you and the bitches you talking to,1
11357,i m organizing a cease fire between bald headed bitches and weave ,1
22495,watching richie rich on tv even he wanted to kick it with the ghetto kids shows yuh how much money aint a thang ,2
20566,runnin so much game i fuck around amp lap a bitch ,1
996, bitch if you re the hobbit you need to let me know right now ,1
17937, underchilde goes into monkey bar to meet swingers ,2
11975,it s so scary hoe annabella does everything i do she acts just like me ,1
5093, victorrico no i don t fuck with those hoes ask paco he does,1
10325,i get a pound bag of dawg for the mutts,2
12133,just hold on we goin to the crib bitch,1
15263, fuckhistattoos niggas stop giving these hoes attention how about retweeting true beauty instead of retweeting these half naked mf ,1
9671,happy hangover bloomington btown iubb iu indiana hoosierdaddy hoosiernation hoosiers the resurrection is now complete ncaa big ,2
4917, theellenshow stfu trash,1
8944,emd hoe,1
9668,happy birthday to the biggest retard out there youre my favorite retard though jennahnorberg happy birthday nigs,1
13477,now unfollowing lol rikababey my pussy been turned off lately i won t be fucking no time soon forever dry ,1
19534, lildurk no time to play wit bitches,1
15560, iesofab veronicagk yea i got big hands lol i m a big bitch lol i m not gon have small hands ,1
5013, toddkincannon dywanwii scotja he s been drinking too much of that shitty canadian hoser beer eh,1
13190,nah nicca wth are my cheese fries swiper vonshayeb get me one bring it to the barber sshop at please ,1
16183, lettybro yall hoes super weakkkkkkkk,1
14391, bigmacknigga smoking isnt a game you could get killed monkey see monkey dooo don t smoke if your not a smoker y all are the reason ,2
14938, darrionmarz pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with ,1
24042,if bitches wanna nigga get off the couch and go fine one ,1
2677, brendagisselca then what the hell are the perks of being your hoe this is some bullshit,1
4142, misters you look like a monkey,2
3090, easposfifa next update would be amazin if two celebrations were added shirt off we ll take the yellow and the rko,2
8774,don t believe ap s ho hum tone latest poll is great news for republicans hot air t co hhrflfp ,2
13766,pass interference you dumb ass zebra jerks,1
12703,magic ball are these hoes loyal t co g bwiax f,1
2312, onlysolo fuc her and her pussy nasty ,1
11352,i m on a boat bitch,1
6799, oliver if you re making clams for betting i hope you do it for a living,2
8926,eat my dick bitch,1
23954, t co bpu qzyft arial rose athletic asian babe plays with her pussy after exercising t co n dnrsi ,1
21346,that larry the cucumber tweet is funny af but it s a bit much to you young bitches might cry ,1
9717,he bring the hoes out on twitter nigga got magical powers thisisyoungdj who is djzeeti ,1
8928,eat that pussy like cold pizza ,1
24648,we don t pay hoes we don t save hoes,1
777,southcarolina is full of white trash,0
9460,god damn flappy birds weak ass,1
10305,i flipped dat pacc said fucc a bitch n went and did it again,1
12465,literally every man in my fam copped a bad white bitch as a wife i ain t even boutta break da chain unless a latina comes around,0
18965, emilyboomboom its am and your man is with his other bitch a computer and you really cannot fucking compete ,1
5167, wyattnuckels thought retard,1
331, greggutfeld a video an entire media will likely mock t co xfr crxwsm i am such a crybaby,2
16863, paparockk my mom paid to hold this monkey amp look what he did t co t zkmd xeh,2
11405,i m such a retard sometimes ,2
17104, rihannahasaids aight game over dykes had to ruin it t co o can gb p,0
11741,im never cuffin unless my bitch grown or act grown i can t deal wit lil girls nbs,1
22105,this nigga sbaby life gotta weird gay shoe fetish amp i m sick of y all letting this island nigger slide t co e cq kkbo,1
16570, mygirlcannot bitches be acting throwing the pussy like they turning up like they but can t pass algebra ,1
22842,why jon hates birds t co vwxlbmj fy,2
6435, kieffer jason bitch didn t we just discuss this shit yesterday what time faget,1
2327, hippy bc she s a cunt hoe bag,1
22878,why don t you text your own mom dumb bitch ,1
22616,what ppl expect august aslina is a nig from new orleans,0
11436,i ve eaten six packs of hello kitty fruit snacks today because i can bitch i m an adult ,1
20485,real niccas relate fuk niccas perpetrate,1
1371, leelucas maxnostalgia t co f d mxcexj bitch ima shake til i can t nomo,1
16306, luiesanches proudly a racist u dumb nigger,0
17617, thatniggakeek remember in a relationship her friends are not yours they ll let her be a hoe ,1
13440,not associate but ya nicca,1
11318,i m literally about to scream and throw a bitch fit if people don t hurry the fuck up ,1
14753, comedianspank i went to college every college got a bird class where u can get ya friend to sign u in amp get an a out the class rashad ,2
8758,do girls wear bathrobes still cuz i have really cute fuzzy bathrobe from victorias secret is that even ok to wear ,2
7451,a miserable bitch is on the docket today lois misery lerner better get grilled the ordered harassment was undeniable breakherdown war,1
21445,that s a legal tackle faggot pp rich hill seriously t co lmyhrbkxzx,1
17106, rihannahasaids bitch change draws t co k frl vw e,1
398, splurgb nothin in life is free some of you bitches need to write that on ya panties ,1
8739,dis be one sexy bitch t co lvcnedp pt,1
23692,bunch of pussies,1
1240, el grillo islamic state suspects in indonesia are chinese uighurs t co idicahzt uighur jihadis they re not just a prc tool ,2
6938, rnixx oh yeah and fuck the lakers too bitch boi ,1
1588, tyga that ain t my hoe ,1
1882, riyastunna don t fall in love with a bitch bestadvice,1
17949, urbancraziness nah go talk to ur hoes since u dont wanna text back n shit t co cvbzmjqxyo,1
15331, gawker congressman s office admits hell yeah benihana up in this bitch tweet was a mistake t co ltzwujc vs,1
20164, therealquilly a bitch will fuck wit a dead beat dad as long as he cuttin her checks ,1
8376,cancer is a hoe y all pray for the people who have it t co xgeqmrzq ,1
24132,kit kats trash,2
13575,okay ajay got one more time to call me a bitch in one of his lit sub tweets like bitch i will fucc yo lit life you got going up ,1
20072, stillandru white ppl will call mexicans beaners and claim they taking their jobs but have sugar skull tattoos ,1
18953, eidolon ebooks dreamt i was in a trash bag btw ,2
19178, ikayking a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his girl ,1
9092,fight night tonight go cotto smack that pompous cunt down in front of millions mayweathercotto,1
8461,chicks love these ugly hipster faggots prolly cause they look like the dad that was never in their life ,0
7193, travistefft i know how you feel i never thought i d see the sox win in my lifetime hope you can use ant s yankees hook up to see a game,2
1756, eminoelle why you let these hoes tear what we had right apart ,1
15183, femshaveballz liberals threaten my life everyday on here so don t mind me while i m a total jackass to their butt hurt pussies right ,1
16834, oz lito dis bitch wanna smoke all our weed,1
12080,joes parties got hoes but it s always hot as hell,1
16657, nilaja waynostra smokinonkaya nilaja everybody loves dej loaf cause that s wifey fuck off kaya dats my bitch ,1
6893, ravenalegria prattprattpratt i was impressed that anybody could chug a smirnoff ice that quickly ,2
8812,don t make me take yo bitch nigga ,1
10375,i got my own rhythm and stroke patterns when i m bout to nut be still bitch ,1
14441, bongripbo thompson era muhammad ali roy gracie out this hoe,1
4202, murdaaamike yfly wow i can put slit trophies against u in those,2
6161, ilovetmills faggot,1
3017, devilelyie fag ,1
5796, dalmesquita you to bitch ,1
22429,w bitch,1
15286, funnypicsdepot these th grade hoes ain t loyal t co hhpruzxr j,1
4578, rotten soil captfaggotpants you boys sure come up wit some crazy names in my day we never talked about no faggots,1
737,messagetomyfuturespouse u better cook and clean for me bitch ill give u all my money but i ain t cleanin no dishes and makin my own plate ,1
10098,i can hear the birds chirpin ,2
3304, greghillwaaf soo what you putting on those crackers gregg ,2
3122, emmanillanilla cocky sons of bitches,1
5625, bjohnson this is why i follow and love you bill i may bitch at you but i ll never quit you ,1
6335, kannslac he said ready bitch okay lmfaoooooooo so done ,1
6688, mikecheck try this one mikey none of that hick shit youtu be thls tmufkc,1
10687,i look like denzel when i tilt my head to the side too bitch,1
10569,i just be chillin tho i don t fuck w hoes or hoe niggas so i don t know about how they operate maybe i m wrong,1
18907, donnyoraha dont fucks with u hoe,1
3598, jaibrooks not funny u faggot,0
2478, arianagrande this bitch cumwiththewind,1
8482,city highway skyscrapers building lights yellow blue t co koc uybfqv,2
9136,flipping back and forth between yankees playoff baseball and the trainwreck formerly known as the new york jets,2
15126, erv gulfwings i think zlatan even has class in the way he talks trash,2
23601,bahaha karma is a bitch,1
40, momma said no pussy cats inside my doghouse ,2
24243,my timeline looks thirsty bc all you basic hoes keep talking bout the same nigga that don t matter ctfuu,1
13542,oh my god this bitch walked past me and legit smelled like a fish market tfeh tfeh tfeh ,1
17785, tinytino triple em i call all women bitches get over it,1
1770, ghostriderj yankees will never have someone wear a single digit uniform again after this season wow shows that is an epic organization,2
2530, bridifferent bishhhhhh waasup where this bitch up,1
12775,mata i ngeli alu o polosi ho nifo ,2
11824,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem t co npvp gfh ,2
19507, lesxo cant turn a hoe into a husband either,1
5552, atheistfront cutrealty a m perez athe stp wer yea spell check is a bitch lets stay on topic,1
12523,lmaoo tony spanked it maaad times to that bitch voice,1
7654,all you bitches can keep getting jealous i loveeee ittttt,1
21968,this bitch is earning figures for shaking ass i m so done ,1
15952, kaprecesun where my favorite jiggers at s hawn satisfied x s t co unnm mfq,2
11356,i m only on here cause my bitch tripping ,1
14324, basedgod jaspoo vintage monroe beat the pussy in so well her shit still hurting from a week ago ,1
23580,another long night with allergies need better ned than zertec or however you spell it ,2
20793,shoot dice let yo hoe fade me,1
77, beeasyjrizzy u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy no bs must b gt chance,1
7732,and girl i ve been thinkin of ways thinkin of new ways to beat that pussy down ,1
17406, stlnetworkguru write in christine laporta for mosen ferguson she represents all chappellenadal refer to whites as crackers amp kkk ht ,1
12931,music sounds a million times better in my car i love having a sub and new speakers it s like a mini rave in this bitch bumpin,1
8689,define wigga,2
10993,i treat my bitches with respect,1
14469, breebgorgeous females now a days don t like to do anything freaky because you niggas gossip about it like bitches ,1
9302,fuck ya main hoe now she claimin mob hav her brake ya heart wen i rob ya inda daark,1
7637,all these faggot fell asleep on me,1
9784,her pussy clean but she dance dirty ,1
23419,you should have to be over foot and lbs to buy a truck we know most of you get em cause you re scrawny country pussies ,1
23052,y all tweet the same shit everytime i get back on this bitch,1
1144, blizzylc vice fly u need to be in someone s church negro ur absolutely right but i work sunday s but still no excuse ,1
7436,a hoe gonna be a hoe regardless,1
16260, loganwarner these hoes ain t loyal,1
8915,early bird gets the worm right hopefully i get a job soon after today t co lvgfvbqkdz,2
16431, metalhammer are you in london this evening well ex iron maiden member tony moor will be busking outside balham train station from ,2
19725, mykvh bitches be like if you come over were not fucking but it happened amp she shaved bitch knew wassup ,1
10759,i miss her but i can t bitch i was the one who fucked up whatever,1
12791,maybe you should eat makeup so you can be pretty on the inside also bitch ,1
15308, gmb ace i m a get money nigga so da hoes love me,0
5383, angieex ik you were pussy,1
3941, liveitupjersey bellaafoxx i hope so the bitch was annoying i think she thought she was smart or something ,1
6274, joeysulipeck myfoxmemphis the minute those red n yellow for rent signs go up the reg ppl start selling n move,2
21471,thats bc she is crazy lol thats my nicca tho pacos way man i swear idt nobody mom is cooler than mine yo ,1
15294, funnypicsdepot rt if u remember when steve from blue clues left us with that other bitch ass nigga joe t co amjyek qa,1
18388, viixxiv me baby i cooked bae what s for dinner me that bitch you been texting t co gwt xixuz,1
18866, dbrend even if you hate the yankees there is no way you can t like derek jeter he is one of the classiest and most respectful playe ,2
11529,if a nigga is watching love and hiphop instead of the playoffs he gay denna bitch,1
8021,big greenmile tweetin ass nicca,1
12006,its hotter than a fast bitch thighs rubbing together while she running a marathon,1
12227,kick that bitch right in the pussy ,1
21542,the club don t never get old to some of y all hoes though ,1
11260,i m dry humping hoes tonite bussin on they costume so they man deal wit em later me rong somebody girl gettin fucked tonight ,1
14786, craziestsex a girl knows when a bitch likes her boyfriend ,1
19156, idntwearcondoms men only cheat for pussy women cheat cuz they think they have soulmates,1
3948, liveitupjersey yeah i try not to follow them zulu looking bitches muslims flat out no way i use my sheets on my bed not my head ,1
6087, heydenbunsyolo and how is that what i m suppose to go for the team who beat us that s retarded,1
5939, erinscafe we hate the yankees though right i feel like i m really good at hating them ,0
5728, chemicalkidss this bitch look like a fucking white trash trailer park queen lookin man bear pig t co fqyxljyiet,0
22239,too many chicks trying be wavey bitches be yourself,1
3131, eric mariners jc point that sasquatch bitch out,1
18614, badgalzolanski retweet if ur dick will choke a bitch ,1
7061, socass patrick you ain t nottin but a hood nigga top bitch nigga,1
2097, shawty wanna tell me secrets on how to rap niggah i tell that bitch it s more attractive when you hold it down ,1
21780,these hoes be actin up and these niccas be actin tough ,1
22589,what a fucking retard,1
12001,its crazy hoe we all ken folks im talking all my friends is my family,1
20663,see you fags in hours,1
11057,i was kidding guys i don t have hoes don t let lov tadaisha lie to y all ,1
7019, sharonmperalta dylan long tittied no nipple having bitch ,1
3351, hazeleyedbarbi she walks away what a pussy ,1
18847, darahkcarter i don t have a key to my car that bitch foreign ,1
22501,way too many pussies who just lay down and do nothing in my generation both literally and figuratively ,1
1533, stfu nobodycare codizzlleee satisfied x you fck like a hoe so no thank you ima be classy when i do it bitch i m dead,1
11615,if you ain t stevie j s bitch of course you ll call him the scum of the earth his bitches hooked while they re upset though ,1
14460, brandonbangerz mostafa amp you guys thought sharkiesha and shovel girl were crazy she snapped this bitches nose s t co ,1
14562, cmpunk brandonspears because he was a cunt brandon don t be a cunt ,1
18191, younggizzle you bitches selfish y all want father s day too damn lol,1
13396,no one understands how much it pisses me off when people use the word retard ,1
3670, jobbe you need to insert a chill pill up your ass twice a day until your bitch assness goes away if the problem persists see a doctor ,1
6116, iayanna young thug ain t earn his strips yet lol just a few k bangers wiz can do dat cuz he not a lil nigguh of the rap game lol,1
3584, j kwest no cpt commando is a hoe and a cocksucker,1
20053, souljaboy k michelle pussy smell like shit,1
1777, icarleybby djzeeti twitpic a selfie with light colored eyes t co bsoyll iz ,2
13154,my teacher always says has a man ever abused his wife while using marijuana not unless she hides the oreo cookies then she deserves it ,2
4193, mr rude i fucking hate you lmao but thank you little dick van dyke,1
13658,one time this girl asked my what my problem was i instantly replied i love bad bitches ,1
17591, terrywigley wagggggie iphone bitch,1
8428,charlie parr mountain top music fest t co bg uwdpznn,2
16795, ohsodestinee idoclyfe that ouija movie look like trash its really good ,2
18996, femaies i swear we in this forever now bitch t co ymzdmun,1
15557, iam beautyfull my chink ass eyes ,1
9532,got damn man hung tf over like a bitch,1
16724, nuteila when i die on flappy bird t co hknutfdvjz,2
18519, agrovelax i don t care what any of you bitches say kesha is awesome ,1
17454, stoner xpress if she doesn t know what dab means fuck that bitch t co rmautzjcpy,1
9123,fitted girbuad straps them bitches would be raw as hell ,1
14643, chadmatz rachelcoursey alexamees lol they turn down to early bunch a pussies,1
8480,cigarette break nd wtf are mt eyes glowing like charlie murphy in the madd real world lol t co erkusr q,1
23702,can my cat not kill birds and make a huge mes of feathers,2
1792, iank half tempted to go outside and run my phone over with my car because it s such a piece of shit fuckiphones do it pussy,1
14291, baddiebelladona instant mashed potatoes are trash ,2
20146, thecoreyholcomb every man can t have a bad bitch but in this country if you got cash amp r willing to go where poverty roams you ,1
17238, senorsteez these hoes ain t loyal mane they rotate,1
24732,yal some faggots yup nigga you n you fuckin fruit cups ,1
18637, bdha t co zprnmy kqr what a shit heel ,1
667,asagiraffes pussy t co yaatsf tu,1
9995,i ain t trying to fuck bitch i just want wings ,1
10649,i learnt about birds as a child best time to learn bbcradio ,2
18682, boujjhetto when an irrelevant bitch dislikes u for no reason t co sm rsmolez,1
15348, girltalk real men ask for nudes correction pussy ass bitches ask for nudes real men are out there working for women amp actually h ,1
20075, stripsofgabby southsidevic my stroke game stale so i gotta eat the pussy like a husky dike ,1
3194, frankiee dont be a bitch man up lol ,1
2141, gigantic naezus what a big faggot milliondolrbaby chubbs bout to earl ,1
23291,you do something different you turn out a hoe,1
5641, bonnoxxx u smokin that bitch,1
2289, me bitch,1
4145, mitchvorce sheeze a yellow bone,2
3077, drunkatchurch mzyummydread slide up on a bad bitch dat bitch look good,1
16180, letmelive but let a n gga ask a chick to give him some money how yall hoes say it swerve that s how you make her stay or leave ,1
9727,he got channing tatum as his bitchi m out,1
21503,the pirates have made the playoffs and the yankees are out hell has frozen over,2
16733, o millz wish i could get drunk tonight but my hoe ass drinkin buddy sick bookieg and the other one left xdsmooth,1
18791, consprcy carrot blow shit up and get fatter white trash love this holiday ,1
11063,i was told never fold amp never sell my sole,2
24662,what a retard lol,1
4647, savageniggg chillasstweets no bitch,1
6737, mukeworld deiukesionai he has one called pussy pop i think it s for cats,1
4834, trob waddup let s go right now bitch and i knocked you last time let s fight right now,1
17858, truenovacane back in the g getting pregnant was a big deal now these bitches getting pregnant amp its like what else new ,1
15647, imasavagebruh bitch got me acting crazy as hell lately,1
5195, yaboyboone ima miss smiley and graham and daniel tho they were pretty cool to me when i was there ima beat andrews bitch ass every day,1
16946, priceless kp it ain nun to cut dat bitch awf verizon,1
11292,i m happy i ain t that bitch i use to be,1
17572, taywest when hoes call other hoes hoes t co yopnqqau,1
6620, madi kat prolly not they sound like little bitches ,1
18681, boss sant i would never trip over a bitch that aint mine niggas clowns man,1
6696, miranda mills okay let s fight you ginger faggot,0
18089, woridstarfunnyy this the i play soccer cheat on girls and wear khaki coloured cargos haircut t co nqylxquloc,2
3337, h townracer shit tell that pussy to come out of retirement and show up kareem jackson then he can get respect,1
9204,friends don t let friends become guidos themoreyouknow,2
17630, theatlantic meanwhile in canada a monkey in a winter coat escapes in an ikea t co q yuyvel via theatlanticwire,2
11050,i was gonna put i wanna eat the pussy like a saiyan in her mentions but they re savage enough ,1
24541,these bitches need to be called out i m sorry t co rin m fk,1
11046,i was feelin her about a week agoooo now she just a silly hoe silly hoe ,1
13005,my cat is fighting the street cat carry through the glass in my room what the hell stfu pussies,1
16793, ohsnapsitsshaq having hoes fun till you lose that girl that you really wanted over them hoes ,1
1008, i have to explore the pussy out there austin t co ger ipabpa,1
1031, damn roaches got dicks n pussy to be doing this lol t co oiixcfos m,1
6195, ivanrabago maniac x woody afc we should play together soon i ve been playing with random faggots but it s fun,1
3637, jazwau who did you rob them hoes like online,1
837,honeybadger bitch,1
23874,gotta clear ya throat of all that pussy eh johnlacarbiere my voice is the deepest in the morning,1
22421,video charlie baker remembers tom menino t co vdaowlzksv,2
6380, kelly ryaaaan only dumb bitches r in th,1
11058,i was literally trappin when drake dropped that take a bitch from any nigga that s what we do line i can taste the hennessey now,1
12847,middle eastern and indonesian women are beautiful never seen a ugly bitch in a bollywood film ever,1
5213, yeiiowbang mannn mexicans in houston love their high school freshman hoes,1
17272, shawnharvey stblocjeremiah i ain t gettin my hands tatted dumb ass y yo bitch ass leave da bus stop last night the main was goin,1
12923,mufuckas been followin me on this bitch tho ,1
7906,bad bitch pussy aquafina call her crystalina,1
6062, hardball now hardball chris now jimmy want to talk trash would ve should ve could ve now chris stop talking and spitting ,2
10838,i really just did some hoe shyt but just so u know im only a hoe for mr ,1
6192, ittybittyber playas fuck up too lmao but that s like on trash forreal you a crazy one i see ,1
16468, mikey hands yankees offseason plan sign sandoval move a rod to first base shoot teixeira and throw his corpse in the east river y ,2
20586,send y all bitch asses fishing with us ikesizzle we ain t beat san antonio all season i don t wanna play them nigguhs straightup,1
19300, iv charlie sheen engaged to porn star t co thmypfexic mens health tips sex toy t co hxmlrj w m the adult toys kiss ,2
18859, davegetnmoney we don t want no skinny bitches get out we want big booty bitches ,1
16515, mr itsjustthai all that weave turning you bitches into horses t co ozxud ytd,1
1818, kiaramariexo krock boot up t co czj npifki for u hoe niggas so girls that take bc are hoes ,1
16312, luvkittensdaily oreo being adorable t co zmzvt sul,2
3542, ivettebrianna i never said you was a hoe guilty consents ass girl,1
19247, imgonzoe im hooked on money the pussy and weed is just a bonus ,1
8824,don t touch me bitch i m famous ,1
16842, poonsoaker y all so trash cowboys,1
2426, amazinmixbeauti don t feel like reading right now i wanna give a sexy coolie girl some lyrics via text message ,2
9236,fuck all y all hoes gang shit ,1
7626,all these tweets are retarded most of these nig nogs haven t even smoke a bl nt ever,1
7620,all the ratchet hoes on cecil b,1
22082,this is why my mother isn t allowed to make brownies t co h cft wcbv,2
17528, tmtww artillery ugh sickoe learnsomethlng how the bitch ear get burnt ,1
6205, jacksparenohoe lemme cheer you up bitch,1
5806, danram pussy it s science donaire via rachel spelling error,2
21472,thats fucked up give him some pussy xomaryjeanxo woke up with sex on my mind i should just play with cont t co gyyeayzrjy,1
15495, hittehblunt hits blunt bruh if she tells me to go text my other hoes but she s one of my hoes do i keep texting her t ,1
14205, antichill just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,1
20762,she the reason i m quick to dip out on a bitch ,1
22954,wiz lost his bitch to this nigga ain t no weed in the world strong enough to help him get over that t co l xzruqwkp,1
17399, sportscenter for the last time the captain takes the field at yankee stadium t co c ti fkskn,2
9679,hate a hoe that think relationships are seasonal winter comin let me get me a boyfriend sound dumb as hell ,1
679,blessjesusair matthew look at the birds of the air and yet your heavenly father feeds them are you not much more valuable than they ,2
21436,that was almost years ago i gave all them bitches away or they were stolen ,1
3323, gutssidious yeah so quit being a bitch and edit ,1
16267, lorenzoluciano females always complaining about some shit niggas ain t doing right like bitches don t have flaws,1
10003,i almost ran this fine red bitch over ,1
8414,charlie baker for mass gov the most lib newspaper in most lib state supports r for gov dog t co drsxoztrui via bostonglobe,2
21080,something like a perfectionist even check my horoscope bitch,1
18943, eanahs inkkofrosess lol my credit ain t no where near good but i know the right man for the job that ho nice though ,2
20404, yglukeg why is arizona hot as hell and then literally minutes later it s fuckin hurricane katrina up in this bitch,1
11639,if you going to the strip club every weekend you will never experience earned pussy ,1
13787,people be so angry tonight on dis here tweeter it hard for a colored man to see all dis anger like bein in a waffle house in mississippi,2
24638,wack bitches make me curve them,1
12954,my auto correct makes me sound so fob,2
4561, rock like who let em bring da heat in dis bitch linkup bro,1
11667,if you say anything about me i ll knock ur boyfriend out go for it bitch your boyfriend is a pubeless runt ,1
7160, thereal raw he actually good lol don t hoe him but i mean that s some road to glory shit gt go to northern illinois undefeated amp heisman ,1
6083, hellootitty nigger,0
4103, mig uel really telling me to call him boo uhhh naw you the niggah amp that s that ,1
16529, mrrichierich check ya bitch,1
7884,breathe thaelleword you are going to kill yourself if you don t exhale brokehomielyn killin you hoes t co qzc dra a ,1
14268, bjayblast i really don t be tryna hoe nobody i eat we all eat literally ,1
14913, damiergenesis had all the bitches on myspace going nuts ,1
5139, whereyohussleat just to remind yall cuz hoes be acting like they don t know,1
11467,idgaf if it s pm in the afternoon bitch make my pancakes ,1
1753, dreadheadkidd pussy prolly taste like heaven ,1
7957,be a dog to these bitches bt be a king to ya queen ,1
12734,man if that bitch dont call me back for the job cuhh uma be snapping ,1
12207,karmas a bitch and so are you you ll be getting along just fine real soon ,0
14555, chlldhoodruiner gotta keep these hoes on point t co gweficrebh,1
23641,bitch thats yo nigga well you aint his bitch ,1
1035, this fucking bitch rachel needs to die please,1
15357, goatraplines when wale said nvm that nigga trash,1
22126,this nigguh really tried to fight me on the bus over a grape kool aid jammer ,1
2707, buckm se post the bid where you tell that nig to use the jab,1
17070, realsexnotes too many faithful girls are single and too many hoes are taken ,1
2008, gt lt itstheboomshow fricknawesome metal monkey balls ,1
5719, charlierose jdickerson racist norahodonnell texas trash gwbush came to wh numb remember he and republicans stole the election,2
23657,bitches and subtweets lml,1
7057, sluttyboy kush i guess you used to getting bitch cause idk anybody that juss let ppl disrespect them n just sit there thts how all this,1
4277, nikki boo bitch you hella late i went yesterday lol,1
1980, best asian massage on the park slope top rated spa t co iucrwofdts,2
2828, charlseykay homeee fag,1
17461, stripesallure bitches eyebrows be on fleek loyalty on weak edges incomplete and pussy on reek ,1
20168, therealelp from cnn tonight n word or cracker which is more offensive probably the one you won t spell out you fucking hacks ,1
11757,im such a bitch sometimes ,1
18314, loveablepinky gramsbee i hate ah dirty house foul living bitches it s a lot of them out there,1
6143, iamkrause i see da dayd presidents coz my bitches and hoes be makin money day way,1
16549, ms lynnn all the money in the world couldn t get you a real bitch priceless,1
6922, rhythmixx bitch please,1
1898, skykardashian is hoe by association a real thing yes ,1
3379, hippieproblemz pussy poppin on a headstand while ur eating watermelon,1
651, when guys say latinas gt they mean the kim kardashian looking girls not you bitches that shaped like a mini fridge amp smell like tortillas ,1
